timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1770588900,Feb 08 2026 - 10:15pm,complete,N/A,Huracán,San Lorenzo,Yael Falcón Pérez,4,0.67,2.00,1.39,1.35,1,0,1,0,0,0,"50","",1,2,2,0,5,0,1,1,1,4,8,5,3,0,5,5,17,22,48,52,1.04,1.30,1.16,0.65,2.33,67,67,33,17,17,17,50,50,100,8.67,5.67,2.60,2.50,3.56,2.01,4.20,7.90,23.00,2.70,1.40,Estadio Tomás Adolfo Ducó
1770599700,Feb 09 2026 - 1:15am,complete,N/A,Vélez Sarsfield,Boca Juniors,Nazareno Arasa,4,2.33,2.00,1.65,1.76,2,1,3,0,0,0,"66,63","90",2,7,0,0,1,0,0,0,0,1,15,9,4,3,11,6,10,8,50,50,1.22,1.46,1.63,1.19,2.00,50,67,33,0,0,33,67,17,84,11.67,4.00,3.15,2.73,2.32,1.62,2.72,6.50,15.00,2.25,1.57,Estadio José Amalfitani
1770599700,Feb 09 2026 - 1:15am,complete,N/A,Gimnasia Mendoza,Instituto,Luis Lobo Medina,4,1.00,0.33,1.19,1.31,1,0,1,0,0,0,"73","",4,7,1,0,1,0,1,0,1,0,12,11,5,5,7,6,11,8,46,54,0.99,1.43,1.51,1.50,2.34,34,50,50,33,0,17,67,50,84,5.33,4.34,3.00,2.80,2.65,1.68,3.00,7.36,11.00,2.35,1.55,N/A
1770667200,Feb 09 2026 - 8:00pm,complete,N/A,Barracas Central,Gimnasia La Plata,Darío Herrera,4,0.67,2.00,1.31,1.61,2,0,2,1,1,0,"35,61","",2,7,2,0,3,0,1,1,2,1,13,12,6,4,7,8,17,10,34,66,1.32,1.00,1.51,1.56,2.00,50,67,34,17,0,17,67,34,84,5.33,5.67,2.80,2.76,2.95,1.70,3.00,6.00,14.00,2.30,1.53,Estadio Claudio Chiqui Tapia
1770675300,Feb 09 2026 - 10:15pm,complete,N/A,Estudiantes,Deportivo Riestra,Facundo Tello Figueroa,4,1.67,0.33,1.82,0.69,1,0,1,0,0,0,"75","",4,5,1,0,5,0,1,0,2,3,16,8,6,3,10,5,7,22,72,28,1.11,1.13,1.96,0.99,1.50,50,50,17,0,0,17,67,0,67,5.66,7.67,1.92,2.90,5.00,1.80,3.25,6.60,15.50,2.75,1.45,N/A
1770675300,Feb 09 2026 - 10:15pm,complete,N/A,Lanús,Talleres Córdoba,Nicolás Lamolina,4,2.33,1.00,1.41,1.53,1,1,2,0,0,0,"90'3","90'1",0,3,1,0,1,0,0,1,1,0,9,12,4,5,5,7,12,12,45,55,1.62,1.78,1.14,1.54,3.50,100,100,100,34,17,17,84,100,100,13.33,5.33,2.02,3.05,3.85,1.44,2.45,5.44,11.00,2.15,1.62,Estadio Ciudad de Lanús - Néstor Díaz Pérez
1770683400,Feb 10 2026 - 12:30am,complete,N/A,Estudiantes Río Cuarto,Independiente Rivadavia,N/A,4,0.33,3.00,0.31,2.00,0,1,1,0,0,0,"","69",3,4,3,0,1,0,1,2,0,1,12,15,0,3,12,12,11,7,49,51,1.26,1.53,1.15,1.53,2.34,67,84,67,0,0,17,67,67,84,6.33,4.33,3.50,2.75,2.45,1.74,3.10,6.90,19.00,2.49,1.44,Estadio Ciudad de Río Cuarto
1770933600,Feb 12 2026 - 10:00pm,complete,N/A,Tigre,Aldosivi,Brian Ferreyra,5,2.50,0.75,1.25,0.50,1,0,1,1,1,0,"12","",7,4,3,0,2,0,0,3,1,1,14,10,6,0,8,10,9,17,44,56,1.20,1.36,1.75,1.09,2.38,63,75,38,38,13,25,50,63,75,7.00,5.25,1.75,3.20,5.20,1.62,2.80,6.19,13.00,2.40,1.50,Estadio José Dellagiovanna
1770941700,Feb 13 2026 - 12:15am,complete,N/A,Argentinos Juniors,River Plate,Andrés Merlos,5,1.25,1.75,1.89,1.80,1,0,1,1,1,0,"35","",1,1,0,0,4,0,0,0,2,2,14,9,5,1,9,8,9,16,48,52,2.03,1.95,1.73,0.99,1.50,25,38,25,13,13,25,38,13,63,12.25,4.75,2.15,2.70,3.35,1.54,2.48,4.90,11.00,2.11,1.73,Estadio Diego Armando Maradona
1771023600,Feb 13 2026 - 11:00pm,complete,N/A,Independiente,Lanús,Facundo Tello Figueroa,5,1.50,2.00,1.41,1.41,2,0,2,0,0,0,"57,63","",7,1,4,1,2,0,1,4,2,0,17,5,3,0,14,5,18,11,50,50,1.27,1.50,1.62,0.42,2.63,88,88,38,25,13,25,75,50,88,8.25,6.00,2.10,3.00,4.20,1.53,2.63,5.50,13.00,2.22,1.59,Estadio Libertadores de América
1771031700,Feb 14 2026 - 1:15am,complete,N/A,Unión Santa Fe,San Lorenzo,Ariel Penel,5,1.00,1.50,1.33,1.35,0,0,0,0,0,0,"","",6,1,0,0,3,0,0,0,1,2,23,5,6,3,17,2,10,14,54,46,1.69,1.14,2.36,0.77,2.00,25,38,38,25,13,25,38,38,88,8.50,4.50,2.11,2.53,4.26,1.78,3.20,7.30,17.00,2.40,1.50,Estadio 15 de Abril
1771031700,Feb 14 2026 - 1:15am,complete,N/A,Defensa y Justicia,Vélez Sarsfield,Fernando Echenique,5,2.00,2.50,1.19,1.65,1,1,2,1,1,0,"14","60",5,1,2,0,2,0,0,2,1,1,6,12,2,2,4,10,12,9,34,66,1.05,1.32,0.79,1.54,1.88,50,50,38,13,13,25,50,38,50,6.75,3.00,3.65,2.75,2.14,1.57,2.75,5.75,12.00,2.15,1.62,Estadio Norberto Tito Tomaghello
1771101000,Feb 14 2026 - 8:30pm,complete,N/A,Banfield,Racing Club,Pablo Dóvalo,5,1.00,0.75,1.13,1.33,0,2,2,2,0,2,"","27,45'1",8,3,1,0,5,0,1,0,1,4,11,11,2,5,9,6,6,14,43,57,1.20,1.63,1.46,1.40,2.50,75,75,63,13,0,25,75,50,75,7.00,6.50,3.45,2.88,2.19,1.44,2.40,4.25,7.80,1.99,1.75,N/A
1771109100,Feb 14 2026 - 10:45pm,complete,N/A,Huracán,Sarmiento,Sebastián Nicolás Martinez,5,1.25,1.50,1.39,1.19,1,0,1,0,0,0,"67","",6,2,2,0,7,0,1,1,2,5,9,3,4,0,5,3,5,16,55,45,1.07,1.62,1.16,0.36,2.00,63,63,38,0,0,13,63,38,88,6.25,7.75,1.80,3.14,5.69,1.63,2.75,5.75,11.00,2.45,1.50,Estadio Tomás Adolfo Ducó
1771109100,Feb 14 2026 - 10:45pm,complete,N/A,Talleres Córdoba,Gimnasia Mendoza,Darío Herrera,5,1.00,1.50,1.53,1.19,2,1,3,2,1,1,"36,67","44",4,2,2,0,1,0,0,2,0,1,12,8,6,5,6,3,4,8,63,37,1.72,1.12,1.38,0.95,2.25,50,63,50,13,0,13,50,63,88,9.50,3.25,1.60,3.05,5.50,1.62,2.72,6.24,11.50,2.40,1.50,Estadio Juan Domingo Perón
1771117200,Feb 15 2026 - 1:00am,complete,N/A,Atlético Tucumán,Estudiantes Río Cuarto,Daniel Zamora,5,0.50,0.25,0.88,0.31,4,0,4,2,2,0,"30,38,83,89","",7,2,1,0,3,0,0,1,1,2,18,5,7,0,11,5,13,11,49,51,1.57,1.23,2.03,0.68,1.75,50,63,38,0,0,25,50,25,75,7.50,6.00,1.68,2.96,5.00,1.53,2.50,5.00,12.00,2.24,1.58,Estadio Monumental Presidente José Fierro
1771117200,Feb 15 2026 - 1:00am,complete,N/A,Independiente Rivadavia,Belgrano,Nazareno Arasa,5,3.00,2.00,2.00,1.80,0,1,1,1,0,1,"","37",8,5,2,0,2,0,2,0,2,0,16,11,3,3,13,8,13,12,48,52,1.53,1.59,1.89,1.42,2.00,63,63,50,0,0,13,50,50,88,9.00,3.50,2.16,2.73,3.30,1.53,2.79,5.54,9.00,2.10,1.66,Estadio Juan Bautista Gargantini
1771185600,Feb 15 2026 - 8:00pm,complete,N/A,Gimnasia La Plata,Estudiantes,Yael Falcón Pérez,5,1.50,2.00,1.61,1.82,0,0,0,0,0,0,"","",4,6,2,0,3,0,1,1,1,2,11,14,2,4,9,10,13,11,41,59,1.14,1.32,1.10,1.64,2.13,50,75,38,13,0,25,75,25,88,7.50,5.25,3.50,2.60,2.30,1.62,2.80,5.45,12.50,2.30,1.53,Estadio Juan Carmelo Zerillo
1771194600,Feb 15 2026 - 10:30pm,complete,N/A,Boca Juniors,Platense,Sebastían Zunino,5,1.50,1.75,1.76,1.00,0,0,0,0,0,0,"","",1,2,1,0,1,0,1,0,1,0,10,14,3,1,7,13,6,13,63,37,1.40,1.03,1.20,1.25,2.00,50,63,50,0,0,13,50,38,88,10.25,3.25,1.66,3.30,5.80,1.55,2.65,4.95,11.00,2.49,1.44,Estadio Alberto José Armando
1771203600,Feb 16 2026 - 1:00am,complete,N/A,Rosario Central,Barracas Central,Pablo Echavarría,5,1.25,1.25,1.79,1.31,2,0,2,0,0,0,"58,90","",3,0,1,0,3,0,0,1,1,2,19,3,7,3,12,0,11,16,66,34,1.41,1.37,2.27,0.70,1.63,50,63,25,0,0,13,63,13,63,6.25,4.75,1.57,3.30,6.40,1.53,2.60,5.10,10.00,2.67,1.45,Estadio 15 de Abril
1771203600,Feb 16 2026 - 1:00am,complete,N/A,Instituto,Central Córdoba SdE,Leandro Rey Hilfer,5,0.25,1.00,1.31,1.00,2,0,2,2,2,0,"4,31","",3,5,3,0,5,0,0,3,2,3,11,8,2,0,9,8,21,17,46,54,1.45,1.21,1.28,0.87,1.50,25,25,25,13,0,0,38,25,75,9.75,4.75,1.76,3.00,4.75,1.50,2.64,5.00,12.50,2.25,1.65,Estadio Juan Domingo Perón
1771279200,Feb 16 2026 - 10:00pm,complete,N/A,Deportivo Riestra,Newell's Old Boys,Luis Lobo Medina,5,0.25,0.25,0.69,0.94,1,1,2,1,1,0,"35","88",4,4,3,0,3,0,1,2,2,1,16,7,5,4,11,3,17,6,50,50,1.09,1.44,1.88,1.13,2.13,50,63,25,13,13,13,63,25,88,7.50,7.75,2.35,2.68,3.50,1.67,2.89,5.75,11.00,2.40,1.50,Estadio Guillermo Laza
1771618500,Feb 20 2026 - 8:15pm,complete,N/A,Defensa y Justicia,Belgrano,Nicolás Lamolina,6,1.80,2.20,1.19,1.80,1,1,2,0,0,0,"90'6","54",5,3,2,1,3,0,2,1,2,1,11,13,3,3,8,10,7,8,57,43,0.99,1.55,1.36,1.31,1.50,40,40,20,10,10,10,50,30,50,8.60,3.20,3.26,2.80,2.58,1.50,2.50,5.00,10.50,2.05,1.69,Estadio Norberto Tito Tomaghello
1771620300,Feb 20 2026 - 8:45pm,complete,N/A,Estudiantes,Sarmiento,Andrés Merlos,6,1.80,1.20,1.82,1.19,1,0,1,0,0,0,"50","",4,4,4,0,4,0,1,3,1,3,12,12,7,3,5,9,13,9,42,58,1.39,1.37,1.66,1.46,1.50,40,40,30,0,0,20,50,10,70,7.40,7.20,1.65,3.40,6.50,1.50,2.65,4.70,10.50,2.55,1.44,N/A
1771628400,Feb 20 2026 - 11:00pm,complete,N/A,Instituto,Atlético Tucumán,Fernando Espinoza,6,0.80,1.00,1.31,0.88,2,1,3,1,1,0,"35,90'2","46",4,2,0,0,7,0,0,0,3,4,15,7,3,1,12,6,8,13,65,35,1.42,1.67,1.39,0.64,2.30,50,70,50,20,0,40,70,30,80,8.80,5.40,1.99,3.10,3.90,1.45,2.30,4.50,9.00,1.97,1.69,Estadio Presidente Juan Domingo Perón
1771628400,Feb 20 2026 - 11:00pm,complete,N/A,Boca Juniors,Racing Club,Leandro Rey Hilfer,6,1.40,1.20,1.76,1.33,0,0,0,0,0,0,"","",8,3,2,0,5,0,2,0,3,2,4,6,0,2,4,4,12,14,47,53,1.36,1.58,0.46,0.68,2.40,60,80,60,10,0,40,70,30,70,9.80,5.20,2.25,2.92,3.20,1.43,2.60,4.40,11.00,2.03,1.70,Estadio Alberto José Armando
1771636500,Feb 21 2026 - 1:15am,complete,N/A,Gimnasia Mendoza,Gimnasia La Plata,Carlos Gariano,6,1.20,1.40,1.19,1.61,0,1,1,1,0,1,"","28",7,4,3,0,4,0,1,2,0,4,26,9,6,2,20,7,10,17,59,41,1.09,1.13,2.59,0.98,2.10,30,60,40,20,0,30,70,30,80,6.60,4.20,2.56,2.90,3.00,1.60,2.72,6.00,15.00,2.30,1.53,N/A
1771636500,Feb 21 2026 - 1:15am,complete,N/A,Rosario Central,Talleres Córdoba,Sebastían Zunino,6,1.60,1.40,1.79,1.53,0,1,1,1,0,1,"","42",12,2,3,0,4,0,2,1,2,2,14,8,4,4,10,4,9,15,68,32,1.58,1.66,1.80,1.15,2.40,80,90,60,0,0,20,60,60,80,10.00,3.80,1.94,3.15,4.25,1.52,2.55,5.55,9.10,2.15,1.62,Estadio 15 de Abril
1771704000,Feb 21 2026 - 8:00pm,complete,N/A,Platense,Barracas Central,Hernán Mastrángelo,6,1.60,1.00,1.00,1.31,1,0,1,0,0,0,"86","",4,1,4,0,1,0,2,2,1,0,13,6,7,3,6,3,16,16,66,34,1.07,1.23,1.90,0.95,1.40,30,50,20,0,0,0,40,30,70,4.80,4.20,2.00,2.91,4.10,1.62,3.31,6.00,17.00,2.55,1.45,Estadio Ciudad de Vicente López
1771704000,Feb 21 2026 - 8:00pm,complete,N/A,Independiente Rivadavia,Independiente,Yael Falcón Pérez,6,2.40,1.80,2.00,1.41,3,2,5,1,1,0,"17,85,74","48,52",3,9,2,0,0,0,0,2,0,0,18,17,5,5,13,12,10,5,38,62,1.60,1.34,1.93,1.89,2.00,60,70,30,0,0,20,70,30,80,9.20,5.60,2.73,2.58,2.64,1.60,2.75,6.07,13.00,2.10,1.67,Estadio Juan Bautista Gargantini
1771712100,Feb 21 2026 - 10:15pm,complete,N/A,Deportivo Riestra,Huracán,Fernando Echenique,6,0.40,1.60,0.69,1.39,0,0,0,0,0,0,"","",8,3,5,0,2,1,1,4,1,2,9,7,2,3,7,4,21,10,51,49,1.25,1.09,1.09,0.99,1.60,50,50,10,0,0,0,50,20,90,6.40,7.80,2.75,2.60,2.95,1.78,3.18,6.50,15.50,2.49,1.48,Estadio Guillermo Laza
1771712100,Feb 21 2026 - 10:15pm,complete,N/A,Banfield,Newell's Old Boys,Facundo Tello Figueroa,6,0.80,0.40,1.13,0.94,3,0,3,0,0,0,"72,52,67","",4,2,3,0,3,0,2,1,1,2,17,10,9,2,8,8,13,16,53,47,1.25,1.38,2.02,1.30,2.30,60,80,30,10,10,20,70,40,80,8.20,5.40,2.38,3.00,3.25,1.53,2.48,5.63,12.00,2.11,1.65,N/A
1771720200,Feb 22 2026 - 12:30am,complete,N/A,Central Córdoba SdE,Tigre,Nazareno Arasa,6,0.80,2.60,1.00,1.25,0,0,0,0,0,0,"","",4,6,8,0,1,0,1,7,1,0,14,16,1,3,13,13,15,8,39,61,1.14,1.31,1.35,1.71,1.90,30,50,20,20,10,20,50,40,60,9.20,5.20,3.42,2.65,2.47,1.60,2.90,6.87,11.00,2.25,1.55,N/A
1771790400,Feb 22 2026 - 8:00pm,complete,N/A,San Lorenzo,Estudiantes Río Cuarto,Sebastián Nicolás Martinez,6,1.40,0.20,1.35,0.31,2,0,2,1,1,0,"1,85","",3,6,2,0,3,0,1,1,0,3,8,11,6,4,2,7,14,12,51,49,1.07,1.12,1.23,1.34,1.80,20,40,30,20,10,20,30,40,80,6.80,5.20,1.65,3.30,7.00,1.64,3.10,6.50,13.50,2.85,1.38,N/A
1771798500,Feb 22 2026 - 10:15pm,complete,N/A,Vélez Sarsfield,River Plate,Darío Herrera,6,2.20,1.40,1.65,1.80,1,0,1,1,1,0,"6","",5,7,0,0,3,0,0,0,1,2,9,12,4,5,5,7,8,16,36,64,1.36,1.76,1.11,1.48,2.00,50,60,30,10,10,20,60,30,70,8.00,5.20,2.80,2.90,2.50,1.49,2.39,5.02,9.30,2.10,1.75,Estadio José Amalfitani
1771806600,Feb 23 2026 - 12:30am,complete,N/A,Unión Santa Fe,Aldosivi,Luis Lobo Medina,6,1.00,0.60,1.33,0.50,1,0,1,0,0,0,"67","",1,4,3,0,3,0,1,2,1,2,20,12,6,3,14,9,10,9,47,53,1.83,1.30,2.18,1.25,1.50,30,40,30,20,0,20,50,30,50,8.40,4.60,1.58,3.60,6.36,1.51,2.55,4.75,9.00,2.50,1.48,Estadio 15 de Abril
1771963200,Feb 24 2026 - 8:00pm,complete,N/A,Platense,Defensa y Justicia,Bruno Amiconi,7,1.83,1.67,1.00,1.19,0,0,0,0,0,0,"","",5,3,2,0,2,0,0,2,0,2,10,9,1,2,9,7,7,5,48,52,1.21,1.05,1.07,1.04,1.50,42,42,25,9,9,9,42,33,59,6.67,3.83,1.98,2.94,4.67,1.55,2.65,5.00,12.50,2.20,1.57,Estadio Ciudad de Vicente López
1771971300,Feb 24 2026 - 10:15pm,complete,N/A,San Lorenzo,Instituto,Andrés Merlos,7,1.67,1.17,1.35,1.31,1,1,2,1,0,1,"86","38",0,6,1,0,2,0,0,1,0,2,11,15,3,6,8,9,7,9,57,43,1.09,1.41,1.23,1.60,2.00,34,50,34,17,9,17,50,34,83,7.66,4.50,2.55,2.80,3.33,1.68,2.90,7.68,12.00,2.40,1.50,N/A
1771973100,Feb 24 2026 - 10:45pm,complete,N/A,Central Córdoba SdE,Talleres Córdoba,Yael Falcón Pérez,7,0.83,1.67,1.00,1.53,2,0,2,0,0,0,"62,73","",1,2,3,0,1,0,0,3,1,0,9,10,3,1,6,9,10,8,37,63,1.18,1.57,0.92,0.90,1.67,42,50,34,0,0,17,50,34,58,10.83,6.00,3.63,2.54,2.32,1.71,2.70,6.30,12.00,2.20,1.58,N/A
1771979400,Feb 25 2026 - 12:30am,complete,N/A,Belgrano,Atlético Tucumán,Carlos Gariano,7,2.00,0.83,1.80,0.88,3,1,4,1,1,0,"38,53,77","89",0,5,3,0,1,0,2,1,1,0,11,11,4,2,7,9,9,14,50,50,1.51,1.49,1.31,1.32,2.00,59,67,42,9,0,25,58,42,75,9.50,5.67,1.67,3.60,4.95,1.35,2.25,4.00,7.25,2.10,1.67,Estadio Julio César Villagra
1771981200,Feb 25 2026 - 1:00am,complete,N/A,Gimnasia Mendoza,Independiente,Sebastían Zunino,7,1.00,1.50,1.19,1.41,1,1,2,2,1,1,"6","42",5,4,1,0,4,1,1,0,2,3,6,8,4,3,2,5,12,11,47,53,1.34,1.43,1.09,1.11,2.08,42,58,25,17,9,25,67,25,75,8.83,4.84,3.60,2.62,2.19,1.62,2.88,5.50,12.50,2.25,1.57,N/A
1772049600,Feb 25 2026 - 8:00pm,complete,N/A,Barracas Central,Tigre,Pablo Dóvalo,7,0.83,2.33,1.31,1.25,2,1,3,1,0,1,"51,54","22",0,2,4,0,1,0,1,3,0,1,11,15,5,6,6,9,17,10,54,46,1.19,1.38,1.49,1.86,1.83,34,59,17,17,9,9,42,42,75,5.67,4.33,3.02,2.92,2.54,1.67,3.00,6.50,17.00,2.38,1.50,Estadio Claudio Chiqui Tapia
1772049600,Feb 25 2026 - 8:00pm,complete,N/A,Gimnasia La Plata,Rosario Central,Fernando Echenique,7,1.67,1.33,1.61,1.79,1,2,3,1,1,0,"4","52,75",6,3,3,1,3,0,0,4,1,2,13,9,6,2,7,7,14,13,45,55,1.11,1.62,1.63,1.03,1.92,42,67,33,9,0,17,75,33,59,9.17,5.17,3.39,3.04,2.26,1.60,2.88,5.50,13.00,2.20,1.60,Estadio Juan Carmelo Zerillo
1772058600,Feb 25 2026 - 10:30pm,complete,N/A,Vélez Sarsfield,Deportivo Riestra,Pablo Echavarría,7,2.33,0.50,1.65,0.69,0,0,0,0,0,0,"","",4,3,2,0,2,0,2,0,2,0,12,10,3,4,9,6,10,15,71,29,1.32,1.22,1.34,1.18,1.59,50,50,17,0,0,9,59,17,67,7.67,6.17,1.94,3.00,4.59,1.60,3.10,6.00,13.00,2.45,1.50,Estadio José Amalfitani
1772058600,Feb 25 2026 - 10:30pm,complete,N/A,Newell's Old Boys,Estudiantes,Nicolás Lamolina,7,0.33,2.00,0.94,1.82,0,2,2,0,0,0,"","52,81",2,3,2,0,1,0,2,0,1,0,14,17,1,7,13,10,10,12,38,62,1.37,1.43,1.27,1.95,2.00,50,67,34,9,9,17,50,25,84,8.00,5.50,3.73,2.94,2.18,1.62,2.87,6.00,15.00,2.25,1.57,Estadio Marcelo Alberto Bielsa
1772136900,Feb 26 2026 - 8:15pm,complete,N/A,Sarmiento,Unión Santa Fe,Daniel Zamora,7,1.00,1.33,1.19,1.33,1,3,4,2,0,2,"56","49,10,13",7,2,2,0,3,0,1,1,3,0,14,16,6,8,8,8,14,16,63,37,1.39,1.89,1.77,1.79,1.59,25,33,33,9,0,17,42,25,75,7.17,6.50,3.40,2.82,2.40,1.62,2.90,5.55,13.00,2.25,1.57,Estadio Eva Perón de Junín
1772136900,Feb 26 2026 - 8:15pm,complete,N/A,Racing Club,Independiente Rivadavia,Darío Herrera,7,1.17,2.50,1.33,2.00,1,1,2,0,0,0,"78","53",7,2,2,1,3,0,3,0,0,3,13,9,4,2,9,7,9,11,52,48,1.43,1.66,1.58,1.17,2.59,67,75,67,17,9,34,83,42,67,8.00,5.83,1.82,3.25,5.24,1.40,2.25,3.86,7.70,2.00,1.73,Estadio Presidente Juan Domingo Perón
1772145000,Feb 26 2026 - 10:30pm,complete,N/A,River Plate,Banfield,Hernán Mastrángelo,7,1.17,1.17,1.80,1.13,3,1,4,2,1,1,"13,46,58","45",6,3,1,0,2,0,0,1,0,2,25,6,8,2,17,4,15,13,65,35,1.71,1.38,2.40,0.77,1.84,25,50,25,9,9,17,59,34,59,8.83,6.00,1.60,3.75,6.00,1.40,2.20,3.90,8.50,2.20,1.60,Estadio Monumental Antonio Vespucio Liberti
1772145000,Feb 26 2026 - 10:30pm,complete,N/A,Estudiantes Río Cuarto,Huracán,Maximiliano Macheroni,7,0.17,1.50,0.31,1.39,2,0,2,1,1,0,"32,90'4","",6,5,3,0,5,1,0,3,5,1,18,10,7,2,11,8,12,10,35,65,1.16,1.07,1.85,1.01,1.75,34,59,25,9,0,9,42,42,83,6.50,5.84,3.85,2.60,2.24,1.91,3.62,7.80,11.00,2.80,1.36,Estadio Ciudad de Río Cuarto
1772311500,Feb 28 2026 - 8:45pm,complete,N/A,Boca Juniors,Gimnasia Mendoza,Pablo Dóvalo,8,1.33,1.00,1.76,1.19,1,1,2,2,1,1,"41","15",9,3,3,0,4,0,3,0,1,3,19,6,5,3,14,3,9,14,71,29,1.21,1.30,2.19,0.86,1.68,31,47,31,7,0,30,52,16,62,9.74,3.07,1.46,3.85,7.40,1.42,2.51,4.75,10.00,2.50,1.44,Estadio Alberto José Armando
1772319600,Feb 28 2026 - 11:00pm,complete,N/A,Independiente,Central Córdoba SdE,Darío Herrera,8,1.43,1.14,1.41,1.00,2,0,2,0,0,0,"89,90'5","",11,2,1,0,1,0,1,0,0,1,28,7,8,2,20,5,7,15,74,26,1.39,1.14,2.67,0.67,1.65,36,58,7,7,7,22,50,22,57,10.00,7.14,1.70,3.20,5.75,1.50,2.50,5.00,11.00,2.49,1.50,Estadio Libertadores de América
1772327700,Mar 01 2026 - 1:15am,complete,N/A,Talleres Córdoba,San Lorenzo,Nicolás Ramírez,8,1.43,1.57,1.53,1.35,0,0,0,0,0,0,"","",12,6,1,0,3,0,1,0,0,3,15,11,6,5,9,6,13,9,57,43,1.48,1.11,1.77,1.37,2.07,50,65,36,7,7,14,50,43,86,8.29,4.29,2.35,2.77,3.56,1.63,3.24,6.50,15.50,2.45,1.44,Estadio Juan Domingo Perón
1772395200,Mar 01 2026 - 8:00pm,complete,N/A,Newell's Old Boys,Rosario Central,Yael Falcón Pérez,8,0.29,1.57,0.94,1.79,0,2,2,0,0,0,"","51,81",1,8,2,0,3,0,1,1,1,2,7,11,2,6,5,5,24,7,38,62,1.35,1.53,0.92,1.59,2.36,57,86,43,7,7,14,64,50,79,8.57,5.00,3.55,3.02,2.20,1.51,2.57,5.15,13.00,2.16,1.62,Estadio Marcelo Alberto Bielsa
1772403300,Mar 01 2026 - 10:15pm,complete,N/A,Instituto,Unión Santa Fe,Sebastían Zunino,8,1.14,1.57,1.31,1.33,1,2,3,1,0,1,"48","43,55",5,2,4,0,1,0,1,3,0,1,8,7,2,3,6,4,12,11,63,37,1.44,1.87,1.07,0.98,2.08,43,57,43,22,0,22,57,43,79,7.57,4.00,2.80,2.80,2.75,1.59,2.87,5.35,12.00,2.15,1.65,Estadio Juan Domingo Perón
1772403300,Mar 01 2026 - 10:15pm,complete,N/A,Argentinos Juniors,Barracas Central,Leandro Rey Hilfer,8,1.60,1.14,1.89,1.31,1,1,2,1,0,1,"90","10",7,1,1,0,2,0,0,1,2,0,19,13,8,5,11,8,7,8,73,27,1.97,1.23,2.37,1.44,1.29,25,39,17,0,0,10,42,15,63,7.03,3.77,1.43,4.05,8.25,1.48,2.20,4.30,8.00,2.60,1.44,Estadio Diego Armando Maradona
1772411400,Mar 02 2026 - 12:30am,complete,N/A,Tigre,Gimnasia La Plata,Pablo Echavarría,8,2.00,1.43,1.25,1.61,2,2,4,3,1,2,"37,59","27,38",9,2,1,0,5,0,0,1,2,3,21,5,6,3,15,2,10,18,53,47,1.45,1.18,2.32,0.73,2.29,50,71,43,22,7,14,72,57,71,8.00,5.00,2.14,2.94,4.05,1.50,2.70,4.95,10.00,2.25,1.57,Estadio José Dellagiovanna
1772411400,Mar 02 2026 - 12:30am,complete,N/A,Defensa y Justicia,Lanús,Luis Lobo Medina,8,1.57,1.60,1.19,1.41,1,1,2,2,1,1,"32","41",4,5,1,0,1,0,1,0,0,1,13,10,5,3,8,7,7,9,45,55,1.05,1.28,1.62,1.19,2.32,62,72,37,27,17,17,52,65,72,6.83,4.46,2.37,2.97,3.19,1.48,2.60,5.00,10.00,1.98,1.67,Estadio Norberto Tito Tomaghello
1772489700,Mar 02 2026 - 10:15pm,complete,N/A,Deportivo Riestra,Platense,Nazareno Arasa,8,0.57,1.71,0.69,1.00,0,0,0,0,0,0,"","",6,4,4,0,2,0,1,3,0,2,8,9,4,3,4,6,13,11,40,60,1.22,1.19,1.19,1.18,1.07,29,29,15,0,0,0,36,15,57,7.29,6.29,2.78,2.36,3.40,1.95,3.90,8.50,26.00,2.80,1.40,Estadio Guillermo Laza
