dt,gw,status,home,away,pH,pD,pA,pO25,o1,ox,o2,o25,iH,iD,iA,hg,ag,res
2026-02-08 20:00:00,4.0,complete,Sarmiento,Atlético Tucumán,0.44675295379451013,0.2252944389425686,0.3279526072629213,0.7011135806753495,2.7,2.88,2.78,2.5,0.34379347658061526,0.3223063842943268,0.333900139125058,2,1,H
2026-02-08 20:00:00,4.0,complete,Platense,Independiente,0.43649887898328277,0.27570549209564066,0.28779562892107674,0.46786546487697445,3.12,2.75,2.7,3.08,0.3039420361046297,0.3448360555077981,0.35122190838757217,0,1,A
2026-02-08 22:15:00,4.0,complete,Huracán,San Lorenzo,0.2588738268609296,0.27228225995266725,0.46884391318640317,0.46468357978834174,2.6,2.5,3.56,4.2,0.3609669046073978,0.3754055807916938,0.26362751460090855,1,0,H
2026-02-09 01:15:00,4.0,complete,Vélez Sarsfield,Boca Juniors,0.3708539610521916,0.2613815414610483,0.3677644974867602,0.5451837651661975,3.15,2.73,2.32,2.72,0.284770087810405,0.3285808705504673,0.38664904163912756,2,1,H
2026-02-09 01:15:00,4.0,complete,Gimnasia Mendoza,Instituto,0.355751532660797,0.27951074355566685,0.3647377237835364,0.46938856379995675,3.0,2.8,2.65,3.0,0.31215818258308786,0.334455195624737,0.353386621792175,1,0,H
2026-02-09 20:00:00,4.0,complete,Barracas Central,Gimnasia La Plata,0.4007350019309797,0.2834762826659374,0.31578871540308306,0.4485522169314513,2.8,2.76,2.95,3.0,0.33742229589722333,0.3423124740986324,0.3202652300041442,2,0,H
2026-02-09 22:15:00,4.0,complete,Estudiantes,Deportivo Riestra,0.4983882570392307,0.2710929995944552,0.23051874336631414,0.44786480756227987,1.92,2.9,5.0,3.25,0.488742079007685,0.3235809626533639,0.18767695833895104,1,0,H
2026-02-09 22:15:00,4.0,complete,Lanús,Talleres Córdoba,0.489450521250819,0.2193653449914847,0.29118413375769614,0.7100483351984277,2.02,3.05,3.85,2.45,0.45725355814723234,0.30283678277292114,0.23990965907984654,1,1,D
2026-02-10 00:30:00,4.0,complete,Estudiantes Río Cuarto,Independiente Rivadavia,0.20530292020711707,0.22604215902068256,0.5686549207722003,0.5985677673904973,3.5,2.75,2.45,3.1,0.27017543859649124,0.34385964912280703,0.38596491228070173,0,1,A
2026-02-12 22:00:00,5.0,complete,Tigre,Aldosivi,0.47314308221674783,0.2583680106296526,0.2684889071535996,0.5249613395543402,1.75,3.2,5.2,2.8,0.5309508615188258,0.29036375239310785,0.17868538608806636,1,0,H
2026-02-13 00:15:00,5.0,complete,Argentinos Juniors,River Plate,0.4323325593487231,0.20605081414785625,0.36161662650342064,0.7983565605226959,2.15,2.7,3.35,2.48,0.41015757850583834,0.3266069606620564,0.2632354608321052,1,0,H
2026-02-13 23:00:00,5.0,complete,Independiente,Lanús,0.33743904755435333,0.2552077167862751,0.40735323565937154,0.5686617735696355,2.1,3.0,4.2,2.63,0.4545454545454545,0.3181818181818181,0.22727272727272724,2,0,H
2026-02-14 01:15:00,5.0,complete,Unión Santa Fe,San Lorenzo,0.5191477262736802,0.23848999847356142,0.2423622752527583,0.5867508080607386,2.11,2.53,4.26,3.2,0.42931403283050584,0.3580445095938211,0.21264145757567307,0,0,D
2026-02-14 01:15:00,5.0,complete,Defensa y Justicia,Vélez Sarsfield,0.3141899199401741,0.2791501921701731,0.4066598878896528,0.4644455954927966,3.65,2.75,2.14,2.75,0.24796174184170056,0.32911285735352985,0.42292540080476965,1,1,D
2026-02-14 20:30:00,5.0,complete,Banfield,Racing Club,0.34013977468627193,0.25334496471976153,0.40651526059396653,0.5774234583628772,3.45,2.88,2.19,2.4,0.2650228794009757,0.31747532428241876,0.41750179631660556,0,2,A
2026-02-14 22:45:00,5.0,complete,Huracán,Sarmiento,0.27108405301818767,0.253959475982528,0.4749564709992843,0.5447178342404556,1.8,3.14,5.69,2.75,0.5292145281778168,0.30337138557964016,0.16741408624254306,1,0,H
2026-02-14 22:45:00,5.0,complete,Talleres Córdoba,Gimnasia Mendoza,0.5314200068535513,0.23570510806197123,0.23287488508447754,0.5892969019049581,1.6,3.05,5.5,2.72,0.550812674437695,0.28895091118043015,0.16023641438187491,2,1,H
2026-02-15 01:00:00,5.0,complete,Atlético Tucumán,Estudiantes Río Cuarto,0.5393283628491785,0.2336609882752338,0.2270106488755878,0.5918360470388915,1.68,2.96,5.0,2.5,0.525329395729214,0.2981599273057701,0.17651067696501593,4,0,H
2026-02-15 01:00:00,5.0,complete,Independiente Rivadavia,Belgrano,0.4603983151744429,0.23368140772128845,0.30592027710426856,0.6533336132472429,2.16,2.73,3.3,2.79,0.4088718241973695,0.3235029817825341,0.26762519402009644,0,1,A
2026-02-15 20:00:00,5.0,complete,Gimnasia La Plata,Estudiantes,0.33635085099434475,0.2739121863658753,0.3897369626397799,0.48986935786781094,3.5,2.6,2.3,2.8,0.2585386943363597,0.3480328577604842,0.3934284479031561,0,0,D
2026-02-15 22:30:00,5.0,complete,Boca Juniors,Platense,0.48884620204942486,0.2637697741578557,0.24738402379271954,0.4885223692981926,1.66,3.3,5.8,2.65,0.5588973894761431,0.28114232319102955,0.15996028733282716,0,0,D
2026-02-16 01:00:00,5.0,complete,Rosario Central,Barracas Central,0.42888305844710395,0.25256685433153225,0.3185500872213637,0.5747428172721099,1.57,3.3,6.4,2.6,0.5810338661311177,0.2764312635835924,0.14253487028528983,2,0,H
2026-02-16 01:00:00,5.0,complete,Instituto,Central Córdoba SdE,0.39170882555412523,0.26207221259946134,0.34621896184641326,0.5405505177385117,1.76,3.0,4.75,2.64,0.5109358192900681,0.2997490139835066,0.18931516672642523,2,0,H
2026-02-16 22:00:00,5.0,complete,Deportivo Riestra,Newell's Old Boys,0.32232533591282897,0.26949235123128895,0.40818231285588213,0.5046932859168893,2.35,2.68,3.5,2.89,0.3924193615864118,0.34409906706271176,0.26348157135087646,1,1,D
2026-02-20 20:15:00,6.0,complete,Defensa y Justicia,Belgrano,0.2579122987876506,0.2611367823278571,0.4809509188844924,0.5066060168802845,3.26,2.8,2.58,2.5,0.2917279144523236,0.3396546432552054,0.3686174422924709,1,1,D
2026-02-20 20:45:00,6.0,complete,Estudiantes,Sarmiento,0.4604950529531867,0.2498565633557738,0.28964838369103946,0.5733312051917581,1.65,3.4,6.5,2.65,0.5749967477559516,0.27904253935215295,0.1459607128918954,1,0,H
2026-02-20 23:00:00,6.0,complete,Instituto,Atlético Tucumán,0.35447756861562,0.23978594546201296,0.40573648592236694,0.6413499159535656,1.99,3.1,3.9,2.3,0.46464258262874714,0.2982705611068409,0.23708685626441206,2,1,H
2026-02-20 23:00:00,6.0,complete,Boca Juniors,Racing Club,0.38643926272681917,0.24730021034666438,0.3662605269265164,0.6081701423920309,2.25,2.92,3.2,2.6,0.40425716016267194,0.3114995240979493,0.2842433157393787,0,0,D
2026-02-21 01:15:00,6.0,complete,Gimnasia Mendoza,Gimnasia La Plata,0.3730611132329037,0.29074970773249653,0.3361891790346,0.42541065030334124,2.56,2.9,3.0,2.72,0.3654847924718535,0.3226348512854983,0.3118803562426483,0,1,A
2026-02-21 01:15:00,6.0,complete,Rosario Central,Talleres Córdoba,0.4290923414682941,0.23171293522113184,0.339194723310574,0.6751978743299232,1.94,3.15,4.25,2.55,0.4825454610989962,0.2971867284228738,0.22026781047813002,0,1,A
2026-02-21 20:00:00,6.0,complete,Platense,Barracas Central,0.39369951779427503,0.28424510332412967,0.32205537888159524,0.4471365439481283,2.0,2.91,4.1,3.31,0.45975106932295473,0.31598011637316475,0.22426881430388038,1,0,H
2026-02-21 20:00:00,6.0,complete,Independiente Rivadavia,Independiente,0.5166653726900993,0.23249310826804126,0.2508415190418594,0.6205120990850511,2.73,2.58,2.64,2.75,0.32339116314844885,0.34219297495940515,0.334415861892146,3,2,H
2026-02-21 22:15:00,6.0,complete,Deportivo Riestra,Huracán,0.3502682104059667,0.2825988394376849,0.36713295015634845,0.45709394724040053,2.75,2.6,2.95,3.18,0.33445982775536903,0.35375558704894794,0.311784585195683,0,0,D
2026-02-21 22:15:00,6.0,complete,Banfield,Newell's Old Boys,0.4244211336037417,0.2610847513477438,0.31449411504851454,0.5369513214829424,2.38,3.0,3.25,2.48,0.39593908629441626,0.3141116751269035,0.2899492385786802,3,0,H
2026-02-22 00:30:00,6.0,complete,Central Córdoba SdE,Tigre,0.2720904887873995,0.2665675752914509,0.46134193592114947,0.49467666321715786,3.42,2.65,2.47,2.9,0.272095411104968,0.35115709659584554,0.37674749229918647,0,0,D
2026-02-22 20:00:00,6.0,complete,San Lorenzo,Estudiantes Río Cuarto,0.4902569737484964,0.2761925595283487,0.23355046672315474,0.4324311764767026,1.65,3.3,7.0,3.1,0.5761316872427984,0.2880658436213992,0.13580246913580246,2,0,H
2026-02-22 22:15:00,6.0,complete,Vélez Sarsfield,River Plate,0.383104636115982,0.23965875967731437,0.37723660420670346,0.6439891722475597,2.8,2.9,2.5,2.39,0.3240947697809566,0.3129190880643719,0.3629861421546714,1,0,H
2026-02-23 00:30:00,6.0,complete,Unión Santa Fe,Aldosivi,0.5939772996585488,0.2076593972308382,0.19836330311061287,0.6699868715671213,1.58,3.6,6.36,2.55,0.5926570168354351,0.2601105796111077,0.14723240355345718,1,0,H
2026-02-24 20:00:00,7.0,complete,Platense,Defensa y Justicia,0.44891319224852316,0.280371034767504,0.2707157729839729,0.44221159580477365,1.98,2.94,4.67,2.65,0.4767688974081173,0.3210892574381198,0.2021418451537628,0,0,D
2026-02-24 22:15:00,7.0,complete,San Lorenzo,Instituto,0.35636924706639195,0.27285926620476825,0.37077148672883997,0.49622319476133125,2.55,2.8,3.33,2.9,0.3736250525936167,0.34026567289775805,0.2861092745086254,1,1,D
2026-02-24 22:45:00,7.0,complete,Central Córdoba SdE,Talleres Córdoba,0.27214834544236527,0.2488184505066045,0.47903320405103,0.5669469565644012,3.63,2.54,2.32,2.7,0.25038878927196556,0.3578390964792263,0.3917721142488082,2,0,H
2026-02-25 00:30:00,7.0,complete,Belgrano,Atlético Tucumán,0.5128254919352295,0.23034233578734564,0.2568321722774247,0.6352465515109094,1.67,3.6,4.95,2.25,0.5551661292583765,0.25753539885041354,0.18729847189120985,3,1,H
2026-02-25 01:00:00,7.0,complete,Gimnasia Mendoza,Independiente,0.3626804949616511,0.2557681790348933,0.38155132600345554,0.5697450781105082,3.6,2.62,2.19,2.88,0.24888738515993025,0.3419826666319652,0.4091299482081045,1,1,D
2026-02-25 20:00:00,7.0,complete,Barracas Central,Tigre,0.2823832814572463,0.26056155749549675,0.457055161047257,0.5245530065586567,3.02,2.92,2.54,3.0,0.3102484731866478,0.3208734208985192,0.3688781059148331,2,1,H
2026-02-25 20:00:00,7.0,complete,Gimnasia La Plata,Rosario Central,0.3143367852955539,0.2577493717217512,0.42791384298269475,0.5509632374460998,3.39,3.04,2.26,2.88,0.27661510464058237,0.30846223839854414,0.41492265696087355,1,2,A
2026-02-25 22:30:00,7.0,complete,Vélez Sarsfield,Deportivo Riestra,0.5600111063159073,0.238749392472142,0.20123950121195056,0.5402678478191503,1.94,3.0,4.59,3.1,0.4832494577920027,0.31250131603882836,0.20424922616916888,0,0,D
2026-02-25 22:30:00,7.0,complete,Newell's Old Boys,Estudiantes,0.27915139188672294,0.24577504495183716,0.4750735631614398,0.5845716855480487,3.73,2.94,2.18,2.87,0.25127417002524816,0.31879341979393727,0.42993241018081446,0,2,A
2026-02-26 20:15:00,7.0,complete,Sarmiento,Unión Santa Fe,0.3016070672706291,0.2275303530490385,0.4708625796803325,0.6789948794216586,3.4,2.82,2.4,2.9,0.276064610866373,0.33284385707293196,0.3910915320606951,1,3,A
2026-02-26 20:15:00,7.0,complete,Racing Club,Independiente Rivadavia,0.3062332200497654,0.23551984342937302,0.45824693652086157,0.6451868262495628,1.82,3.25,5.24,2.25,0.5242936044184744,0.2936044184743457,0.18210197710718004,1,1,D
2026-02-26 22:30:00,7.0,complete,River Plate,Banfield,0.5066294772398283,0.22862495830849633,0.26474556445167524,0.6494468628270611,1.6,3.75,6.0,2.2,0.5905511811023622,0.25196850393700787,0.15748031496062992,3,1,H
2026-02-26 22:30:00,7.0,complete,Estudiantes Río Cuarto,Huracán,0.30592143772194785,0.287862108828969,0.406216453449083,0.4298310515334889,3.85,2.6,2.24,3.62,0.23812249570692617,0.3526044647967945,0.40927303949627936,2,0,H
2026-02-28 20:45:00,8.0,complete,Boca Juniors,Gimnasia Mendoza,0.40858348730710775,0.26929750341876213,0.32211900927413006,0.5054285062310577,1.46,3.85,7.4,2.51,0.6343092508070801,0.24054324835800958,0.12514750083491039,1,1,D
2026-02-28 23:00:00,8.0,complete,Independiente,Central Córdoba SdE,0.4933259589062498,0.2564937543584035,0.2501802867353467,0.5191351098997519,1.7,3.2,5.75,2.5,0.5473746839208686,0.2907928008329615,0.16183251524616984,2,0,H
2026-03-01 01:15:00,8.0,complete,Talleres Córdoba,San Lorenzo,0.4978431301345111,0.25317334217641363,0.24898352768907508,0.5315008757049078,2.35,2.77,3.56,3.24,0.3986465454163247,0.338201942862225,0.26315151172145035,0,0,D
2026-03-01 20:00:00,8.0,complete,Newell's Old Boys,Rosario Central,0.27030333290915454,0.23989734513188285,0.4897993219589627,0.6039663454645641,3.55,3.02,2.2,2.57,0.2639126117179742,0.3102284011916584,0.4258589870903674,0,2,A
2026-03-01 22:15:00,8.0,complete,Instituto,Unión Santa Fe,0.31306043601976574,0.22729951343892033,0.45964005054131396,0.6857649831471793,2.8,2.8,2.75,2.87,0.3313253012048193,0.3313253012048193,0.3373493975903614,1,2,A
2026-03-01 22:15:00,8.0,complete,Argentinos Juniors,Barracas Central,0.6332625889017898,0.19473135580156362,0.17200605529664678,0.68642865287563,1.43,4.05,8.25,2.2,0.6551277903591072,0.23131672597864772,0.11355548366224523,1,1,D
2026-03-02 00:30:00,8.0,complete,Tigre,Gimnasia La Plata,0.5132772660138145,0.24719734081459327,0.23952539317159216,0.5476146114746159,2.14,2.94,4.05,2.7,0.4432061818831517,0.3226058602822941,0.23418795783455423,2,2,D
2026-03-02 00:30:00,8.0,complete,Defensa y Justicia,Lanús,0.3394386001331227,0.28344320365500275,0.3771181962118746,0.4529739651530529,2.37,2.97,3.19,2.6,0.3935572309801233,0.3140507196710075,0.2923920493488691,1,1,D
2026-03-02 22:15:00,8.0,complete,Deportivo Riestra,Platense,0.3324346744654934,0.27665374561834927,0.3909115799161573,0.4782953843848249,2.78,2.36,3.4,3.9,0.33382147374026494,0.3932303800838714,0.27294814617586366,0,0,D
2026-03-02 22:15:00,8.0,complete,Estudiantes,Vélez Sarsfield,0.46716858896433894,0.24583629403609644,0.28699511699956465,0.5891361401096797,2.3,2.8,3.7,2.87,0.40932437771631774,0.3362307388384038,0.25444488344527855,0,1,A
2026-03-03 00:30:00,8.0,complete,Independiente Rivadavia,River Plate,0.43952238966557455,0.22496484540965936,0.33551276492476595,0.7052249680479021,3.1,2.86,2.45,2.5,0.29857678540991983,0.32363217998977334,0.3777910346003067,1,1,D
2026-03-03 00:30:00,8.0,complete,Banfield,Aldosivi,0.45765373063849435,0.25900624715749765,0.28334002220400795,0.5314375720923477,2.05,3.1,4.0,2.5,0.46002596920793914,0.30421072157299195,0.2357633092190688,2,0,H
2026-03-03 22:00:00,8.0,complete,Sarmiento,Estudiantes Río Cuarto,0.49269478145444545,0.24823750018471952,0.2590677183608352,0.5598766631823536,1.91,2.8,4.2,2.48,0.467966573816156,0.3192200557103064,0.2128133704735376,1,0,H
2026-03-03 22:15:00,8.0,complete,Huracán,Belgrano,0.266863879074137,0.2613143411464309,0.47182177977943207,0.5120726420484565,2.62,2.8,3.35,3.2,0.36794414152904714,0.3442905895736085,0.28776526889734433,3,1,H
2026-03-04 00:15:00,8.0,complete,Atlético Tucumán,Racing Club,0.39093545781679057,0.24778780413941212,0.3612767380437974,0.6055519719884159,3.18,2.91,2.57,2.5,0.30028789284122526,0.32814965609453484,0.37156245106423985,0,3,A
2026-03-05 00:00:00,7.0,complete,Lanús,Boca Juniors,0.40612144705426895,0.2630229195891439,0.3308556333565871,0.533593342379959,2.8,3.0,2.64,2.7,0.33400809716599195,0.3117408906882591,0.354251012145749,0,3,A
2026-03-10 22:45:00,10.0,complete,Independiente,Unión Santa Fe,0.382157926676792,0.23062392241129098,0.387218150911917,0.6866158233857311,2.15,3.1,3.7,2.44,0.43963204292832503,0.3049060942889996,0.2554618627826753,4,4,D
2026-03-10 22:45:00,10.0,complete,Tigre,Vélez Sarsfield,0.4663564658463658,0.24574427219394318,0.28789926195969107,0.5900644111886388,2.65,2.8,3.0,2.89,0.35338662179217506,0.3344551956247371,0.3121581825830879,1,1,D
2026-03-11 01:00:00,10.0,complete,Newell's Old Boys,Platense,0.3193027117621198,0.2704198389019737,0.4102774493359066,0.5001178286356494,3.1,2.8,2.6,3.1,0.30308076602830974,0.33555370524562866,0.3613655287260616,1,1,D
2026-03-11 01:00:00,10.0,complete,Sarmiento,Racing Club,0.4008218183187396,0.24844267727175237,0.35073550440950796,0.6012503853184711,3.5,3.1,2.08,2.6,0.2623484416958255,0.2961998535275449,0.44145170477662943,0,0,D
2026-03-11 20:30:00,10.0,complete,Banfield,Gimnasia La Plata,0.4444638575723371,0.2698223457465341,0.28571379668112884,0.4894444163967411,2.25,2.88,3.3,2.38,0.405997693194925,0.31718569780853517,0.2768166089965398,1,2,A
2026-03-11 20:30:00,10.0,complete,Argentinos Juniors,Rosario Central,0.5328732983557739,0.2076074576398493,0.25951924400437665,0.7397165016398304,2.1,2.88,4.35,2.45,0.45209483598570965,0.3296524845729133,0.2182526794413771,0,0,D
2026-03-11 22:45:00,10.0,complete,Boca Juniors,San Lorenzo,0.45935946584223547,0.26529258045588444,0.2753479537018799,0.5015957246624678,1.73,3.4,5.8,2.8,0.5533729936019757,0.2815691996857111,0.1650578067123134,1,1,D
2026-03-12 01:00:00,10.0,complete,Atlético Tucumán,Aldosivi,0.4910609323807965,0.24286833021806514,0.26607073740113835,0.5879883731384267,1.94,3.1,4.2,2.45,0.47899345154881906,0.2997571922595835,0.22124935619159733,1,1,D
2026-03-12 01:00:00,10.0,complete,Independiente Rivadavia,Barracas Central,0.5588945045459776,0.22771610183730498,0.21338939361671752,0.6016117330676662,1.47,3.55,7.4,2.31,0.6200653818465062,0.25675946797587723,0.12317515017761674,1,2,A
2026-03-12 20:00:00,10.0,complete,Deportivo Riestra,Gimnasia Mendoza,0.3645246658521814,0.27418461019619483,0.36129072395162387,0.49092497029318305,1.91,2.85,5.0,3.5,0.487287773351343,0.3265682972284439,0.18614392942021304,0,0,D
2026-03-12 20:00:00,10.0,complete,Defensa y Justicia,Central Córdoba SdE,0.4371301369522693,0.2859633266625881,0.2769065363851426,0.425512246698179,1.92,3.05,4.0,2.7,0.47404414050357474,0.29841467205470934,0.22754118744171586,1,1,D
2026-03-12 22:15:00,10.0,complete,Estudiantes Río Cuarto,Belgrano,0.2760294629133774,0.2524628197455475,0.4715077173410752,0.5541683295288864,3.2,2.99,2.4,2.8,0.29380936783491646,0.31444480838519484,0.39174582377988865,0,1,A
2026-03-12 22:15:00,10.0,complete,Talleres Córdoba,Instituto,0.48082956419774336,0.24036269354533796,0.27880774225691873,0.6078525973653297,2.3,2.87,3.5,2.8,0.40674603174603186,0.3259637188208617,0.2672902494331066,2,0,H
2026-03-13 00:30:00,10.0,complete,Huracán,River Plate,0.30469000672354607,0.24557745325639924,0.4497325400200548,0.5996146580845385,3.2,2.89,2.3,3.1,0.28583100408514295,0.31649107718770153,0.39767791872715547,1,2,A
2026-03-13 23:00:00,10.0,complete,Estudiantes,Lanús,0.5152912785312602,0.2410103428398694,0.2436983786288703,0.5772789387601225,2.03,3.0,4.2,2.7,0.462962962962963,0.31327160493827155,0.22376543209876543,0,1,A
2026-03-14 22:00:00,11.0,complete,Platense,Vélez Sarsfield,0.39395367337736986,0.26598493138491963,0.3400613952377104,0.5230127498369379,2.87,2.43,2.75,3.1,0.3101057584771522,0.3662565954030563,0.3236376461197916,0,2,A
2026-03-15 00:00:00,11.0,complete,Rosario Central,Banfield,0.49496318917044463,0.23800936264275996,0.2670274481867956,0.6097694333151342,1.55,3.9,5.5,2.07,0.5955024986118822,0.23667406996113272,0.167823431426985,2,1,H
2026-03-15 18:15:00,11.0,complete,Gimnasia La Plata,Independiente Rivadavia,0.2804357152930422,0.24550156435633394,0.4740627203506237,0.5865711732112259,2.94,2.91,2.71,2.45,0.3230829738333149,0.3264137261408749,0.35050330002581026,2,3,A
2026-03-15 20:30:00,11.0,complete,Belgrano,Talleres Córdoba,0.4338671123494991,0.25108312960851503,0.3150497580419858,0.5799138994174936,2.4,2.87,3.3,2.92,0.3900902014086247,0.32620783393055724,0.283701964660818,0,0,D
2026-03-15 22:45:00,11.0,complete,River Plate,Sarmiento,0.5347929656680384,0.2221727210119436,0.24303431332001796,0.6588147882833357,1.48,4.2,7.9,2.38,0.6494675853429377,0.22886000626370182,0.12167240839336045,2,0,H
2026-03-16 01:00:00,11.0,complete,Tigre,Argentinos Juniors,0.3771261106885882,0.22370288934225493,0.3991709999691568,0.7190709436742697,2.8,2.88,2.76,3.04,0.3348160129397493,0.32551556813586735,0.3396684189243834,1,1,D
2026-03-16 01:00:00,11.0,complete,Unión Santa Fe,Boca Juniors,0.5338372368793973,0.22656909016182558,0.23959367295877707,0.6358580116240764,2.95,2.75,2.8,2.7,0.3198670682313844,0.34313012773912144,0.3370028040294943,1,1,D
2026-03-16 18:30:00,11.0,complete,Barracas Central,Atlético Tucumán,0.393650754672999,0.25689630437941563,0.34945294094758544,0.5634445130941371,2.78,2.79,2.73,2.87,0.3317045766321318,0.3305156713395435,0.33777975202832466,2,1,H
2026-03-16 18:30:00,11.0,complete,Aldosivi,Huracán,0.3425610805398453,0.27179217526807936,0.3856467441920755,0.4993705901973394,3.1,2.7,2.65,3.6,0.30139005897219884,0.3460404380791912,0.35256950294861,0,0,D
2026-03-16 21:30:00,11.0,complete,San Lorenzo,Defensa y Justicia,0.37414196030719393,0.28713643743426837,0.3387216022585376,0.4389722518527325,2.1,2.5,3.85,2.85,0.41920731707317066,0.3521341463414634,0.2286585365853658,2,5,A
2026-03-16 23:00:00,11.0,complete,Racing Club,Estudiantes Río Cuarto,0.5329067007449677,0.23661221737611673,0.23048108187891556,0.5829540966186402,1.42,4.0,8.0,2.29,0.6525285481239805,0.23164763458401305,0.11582381729200653,2,0,H
2026-03-17 01:15:00,11.0,complete,Instituto,Independiente,0.3541769394442182,0.24464403160981885,0.4011790289459628,0.6190171396522971,2.58,2.97,2.95,2.65,0.3645293757879101,0.3166618819975785,0.3188087422145113,2,1,H
2026-03-17 22:00:00,11.0,complete,Lanús,Newell's Old Boys,0.4867103293674626,0.2621373156886449,0.25115235494389254,0.49769852565473904,1.68,3.59,5.0,2.4,0.5543339962694402,0.2594097809840278,0.18625622274653195,5,0,H
2026-03-18 00:15:00,11.0,complete,Central Córdoba SdE,Deportivo Riestra,0.38481270806835166,0.2780493072119906,0.33713798471965795,0.47356064605040926,3.0,2.5,2.89,3.62,0.3088266723658901,0.3705920068390682,0.32058132079504165,1,0,H
2026-03-18 00:15:00,11.0,complete,Gimnasia Mendoza,Estudiantes,0.30596514508369815,0.25484897774995635,0.4391858771663454,0.5600038127206102,3.85,2.6,2.05,2.83,0.22941999354352735,0.3397180673625309,0.4308619390939417,1,2,A
2026-03-21 00:00:00,12.0,complete,Atlético Tucumán,Gimnasia La Plata,0.44914216161596215,0.25594407183409357,0.29491376654994417,0.550264203336541,2.15,3.1,3.7,2.4,0.43963204292832503,0.3049060942889996,0.2554618627826753,1,0,H
2026-03-21 00:00:00,12.0,complete,Banfield,Tigre,0.33964343685443393,0.2517474152809032,0.4086091478646627,0.5843763194443443,3.04,2.87,2.48,2.75,0.30441030553939846,0.32244157799295164,0.3731481164676498,1,0,H
2026-03-21 18:30:00,12.0,complete,Vélez Sarsfield,Lanús,0.45107614987693995,0.26275137885539,0.28617247126767015,0.5177328498024306,2.25,2.9,3.5,2.6,0.4134419551934827,0.3207739307535642,0.26578411405295316,0,1,A
2026-03-21 20:45:00,12.0,complete,Defensa y Justicia,Unión Santa Fe,0.3107386250173972,0.24839545971386945,0.4408659152687334,0.5899303584181135,3.0,3.0,2.6,2.5,0.3170731707317074,0.3170731707317074,0.3658536585365854,2,0,H
2026-03-21 20:45:00,12.0,complete,Newell's Old Boys,Gimnasia Mendoza,0.33809565600266767,0.27626030429067955,0.3856440397066528,0.48076330432120995,2.6,2.75,3.2,2.89,0.36258755665430564,0.34281005356407085,0.2946023897816234,1,0,H
2026-03-21 23:00:00,12.0,complete,Independiente,Talleres Córdoba,0.4515556454074473,0.2426457040292523,0.3057986505633005,0.6130882898980023,1.91,3.15,4.1,2.6,0.48257823446987386,0.29261092947220924,0.22481083605791685,1,2,A
2026-03-22 01:15:00,12.0,complete,Belgrano,Racing Club,0.4011611532983348,0.2532246203748668,0.3456142263267985,0.5790160390847403,2.75,3.0,2.75,2.45,0.34285714285714286,0.3142857142857143,0.34285714285714286,1,2,A
2026-03-22 18:30:00,12.0,complete,Sarmiento,Aldosivi,0.46120535565566245,0.2611947717337415,0.277599872610596,0.5192448239886287,2.15,2.85,3.75,2.94,0.4296050648176063,0.32408803135363284,0.24630690382876097,2,0,H
2026-03-22 20:45:00,12.0,complete,Estudiantes Río Cuarto,River Plate,0.1928452299986628,0.20899462149868464,0.5981601485026524,0.6559186749894415,7.0,3.5,1.63,2.61,0.13708999158957105,0.2741799831791421,0.5887300252312868,0,2,A
2026-03-22 23:00:00,12.0,complete,Boca Juniors,Instituto,0.4234011205826268,0.25257208575779266,0.32402679365958065,0.5765567938687943,1.68,3.2,5.4,2.4,0.5446293494704992,0.28593040847201207,0.16944024205748864,2,0,H
2026-03-23 01:15:00,12.0,complete,Independiente Rivadavia,Rosario Central,0.4573760171028231,0.22801831707554537,0.3146056658216316,0.683185133503691,2.76,3.0,2.75,2.77,0.3420398009950249,0.3146766169154228,0.34328358208955223,2,0,H
2026-03-23 01:15:00,12.0,complete,Argentinos Juniors,Platense,0.5481486096530662,0.21795626831891654,0.2338951220280172,0.6682312615958697,1.91,3.1,4.8,2.76,0.4965130634989489,0.30591611331709434,0.19757082318395677,1,0,H
2026-03-23 22:00:00,12.0,complete,Estudiantes,Central Córdoba SdE,0.5552262131166907,0.23978856209453972,0.2049852247887696,0.5407469442156607,1.5,3.76,8.13,2.5,0.6315371933608518,0.2519430292662973,0.11651977737285088,5,0,H
2026-03-24 00:15:00,12.0,complete,Huracán,Barracas Central,0.4078281880850848,0.2717256518095213,0.32044616010539384,0.4951927999385576,1.83,3.1,5.3,2.8,0.5166341739513238,0.3049808188164267,0.1783850072322496,0,0,D
2026-03-25 22:00:00,12.0,complete,Deportivo Riestra,San Lorenzo,0.3901315534921556,0.2706330806504578,0.3392353658573868,0.503626131449354,2.37,2.6,3.9,3.6,0.3969465648854962,0.3618320610687023,0.24122137404580157,1,1,D
2026-03-27 00:00:00,6.0,complete,Argentinos Juniors,Lanús,0.5465634800106627,0.21826108945167455,0.235175430537663,0.6682359301782749,1.77,3.15,4.64,2.45,0.5145699770809349,0.2891393204550015,0.19629070246406355,2,1,H
2026-03-31 17:00:00,7.0,complete,Aldosivi,Argentinos Juniors,0.21614563116977092,0.21480496710875185,0.5690494017214772,0.661766383725621,4.33,3.1,1.93,2.87,0.21550342363369818,0.3010096207528752,0.4834869556134266,0,2,A
2026-04-01 23:00:00,13.0,complete,Lanús,Platense,0.4339667108842278,0.26268442405849635,0.3033488650572759,0.526063789010741,1.95,2.77,3.85,2.9,0.45239357753409554,0.3184720130655185,0.22913440940038599,0,0,D
